!专	∎
!丘	∎
!之	∎
!乌0	∎
!乐.	∎
!乐w	∎
!亞0	∎
!亞1	∎
!北.	⿰⿱一㇀丨
!北H	⿱┤㇀
!卍	∎
!卐	∎
!卬	∎
!叚	∎
!戉	∎
!斲2	∎
!斲3	∎
!毌	∎
!母	∎
!烏0	∎
!皮	∎
!睂	∎
!臼	∎
!辶.	∎
!辶H	∎
!雋	∎
!馬	∎
!黽	{1:}⿻⿺乚丨!黽0
!黽0	∎
!黽1	∎
!龍	∎
!龜0	∎
!𠀀.	∎
!𠀀T	∎
!𠀟	∎
!𠁁0	∎
!𠁁1	∎
!𠁾	∎
!𠂂	∎
!𠂔.	∎
!𠂔h	∎
!𠃛	∎
!𠌆	∎
!𠥓	∎
!𠦁	∎
!𠬝	∎
!𢩺	∎
!𪛗	∎
𨶹	⿵門⿰⿱幺小⿱幺小[H] ⿵門絲[T]
𨶺	⿵門淼[U] ⿵閖⿰水水[.]
𨶻	⿵門童
𨶼	⿱⿶凵⿱亠丷閤
𨶽	⿰居閏
𨶾	⿵門⿱⿹弓⿴囗夂土[U] ⿵門⿱㢴土[.]
𨶿	⿵門登
𨷀	⿵門絡
𨷁	⿵門堯
𨷄	⿵門暏
𨷅	⿵門⿳{1:}⿻丄⿱⿴囗丷一儿土[T] ⿵門墨[.]
𨷆	⿵閂⿱大韭
𨷇	⿵門温[.] ⿵門溫[T]
𨷈	⿵門萬
𨷉	⿵門⿰氵⿱⺈⿷巴日
𨷊	⿵門⿱弱大
𨷋	⿵門⿲彳⿱山兀攵[T] ⿵門微[U]
𨷌	⿵門⿱角虫
𨷍	⿵門⿻⿱⺈乚⿱口𦥑
𨷎	⿰⿱大多閏
𨷏	⿵門雷
𨷐	⿵門煴
𨷒	⿵門𡺳
𨷓	⿵門廌
𨷔	⿵門熏
𨷗	⿵門⿱嗇一
𨷘	⿵門需
𨷛	⿵門蜜
𨷜	⿵門⿰馬文[T] ⿵門馼[U]
𨷝	⿰聞𭥖
𨷞	⿵門疑
𨷟	⿵門𬹝
𨷠	⿵門廛
𨷡	⿵門韯
𨷣	⿵門⿲彳⿱亗土攵
𨷥	⿵門⿱失⿰失失
𨷦	⿵門歷
𨷧	⿵門靜
𨷨	⿵門冀
𨷪	⿵門䝿
𨷫	⿱錐門
𨷬	⿵閃爾
𨷭	⿵門⿸广⿳{1:}⿻丄⿱⿴囗丷一八土
𨷮	⿱門⿰門門
𨷯	⿵門⿳⿲⿸!丘二⿹⿺𠃑一丨⿹𠃍二一⿱八╪[U] ⿵門舉[V]
𨷰	⿵門霝
𨷱	⿵門繇
𨷲	⿵門龠
𨷳	⿵門薦
𨷴	⿵門𧪬
𨷵	⿵門斵
𨷶	⿰舉門
𨷷	⿵門蟲
𨷸	⿵門䌛
𨷹	⿵門⿱⿰豕豕火
𨷺	⿵門龜
𨷻	⿵門䜌[.,J,T] ⿵門⿲⿱幺小言⿱幺小[U]
𨷼	⿵門⿱豕⿰豕豕
𨷽	⿵門鹽
𨷾	⿰⿱門門⿱門門
𨷿	⿵门乡
𨸀	⿵门子
𨸁	⿵门亡
𨸂	⿵门方
𨸃	⿵门毛
𨸄	⿵门艮
𨸅	⿵门至
𨸆	⿵门畐
𨸉	⿵门荅
𨸋	⿵门焦
𨸌	⿵门壹
𨸍	⿰及阖
𨸎	⿵门龠
𨸏	⿱丿⿷㠯コ
𨸐	⿰阝乃
𨸑	⿰阝丂
𨸒	⿰阝九
𨸓	⿰阝刀
𨸔	⿰阝几
𨸕	⿰阝又
𨸖	⿰阝工
𨸗	⿰阝干
𨸘	⿰阝广
𨸙	⿰阝阝
𨸚	⿰阝及
𨸛	⿰阝气
𨸜	⿰阝殳
𨸝	⿰阝氏
𨸞	⿰阝𢆰
𨸟	⿰阝区
𨸠	⿰阝支
𨸡	⿰阝牛
𨸢	⿰阝斤
𨸣	⿰阝分
𨸤	⿰阝勽
𨸥	⿰𨸏井
𨸦	⿰阝开
𨸧	⿰阝互
𨸨	⿰阝冄
𨸩	⿰阝攵
𨸪	⿰阝圥
𨸫	⿰阝玄
𨸬	⿰阝申
𨸭	⿰阝叵
𨸮	⿰阝㕣
𨸯	⿰阝瓜
𨸰	⿰阝尻
𨸱	⿰阝冉
𨸲	⿰阝市
𨸳	⿰阝孕
𨸴	⿰阝⿱丿巿
𨸵	⿰阝⿱宀𠀂
𨸶	⿰阝平
𨸷	⿰𨸏戹
𨸸	⿰阝⿶凵╪
𨸹	⿰阝丕
𨸺	⿰阝甲
𨸻	⿰阝⿱夂厶
𨸼	⿰阝必
𨸽	⿰阝⿱弋又
𨸾	⿰阝北
𨸿	⿰𨸏丕
𨹀	⿰阝此
𨹁	⿰阝虫
𨹂	⿰阝光
𨹃	⿰阝朶
𨹄	⿰阝朵
𨹅	⿰阝𠂤
𨹆	⿰阝⿱厶月[T] ⿰阝䏍[.]
𨹇	⿰𨸏戍
𨹈	⿰阝⿱人⿻人⿰丶丿
𨹉	⿰阝⿱人水[T] ⿰阝氽[.]
𨹊	⿰阝众
𨹋	⿰阝⿹勹王
𨹌	⿰阝肉
𨹍	⿰阝交
𨹎	⿰阝㫐
𨹏	⿰阝宅
𨹐	⿰阝⿹勹𠮛
𨹑	⿰阝全
𨹒	⿰阝戍
𨹓	⿰阝𢁙
𨹔	⿰阝色
𨹕	⿰阝⿱丶𭁳
𨹖	⿰阝⿸户𠤎
𨹗	⿰阝并
𨹘	⿰阝序
𨹙	⿰阝吞
𨹚	⿰阝成
𨹛	⿰阝⿱方土
𨹜	⿰阝豆
𨹝	⿰阝邑
𨹞	⿰阝⿱大日
𨹟	⿰阝㔷
𨹠	⿰阝⿱夂厷
𨹡	⿰阝⿳又九土
𨹢	⿰阝⿱爫工[T] ⿰阝⿳一𭕄工[.]
𨹣	⿰阝㞎
𨹤	⿰阝䖝
𨹥	⿰阝弟
𨹦	⿰阝呆
𨹧	⿰阝麦
𨹨	⿰阝𥃩
𨹩	⿰阝⿱亼夫
𨹪	⿰阝兑
𨹫	⿰阝坐
𨹬	⿰阝呂
𨹭	⿰阝否
𨹮	⿰阝赤
𨹯	⿰阝⿱艹亐
𨹰	⿰阝囬
𨹱	⿱阩千
𨹲	⿰阝㣊
𨹴	⿰阝孚
𨹵	⿰阝卷
𨹶	⿰阝亝
𨹷	⿰阝妻
𨹸	⿰阝⿱召土
𨹹	⿰阝朋
𨹺	⿰阝阜
𨹻	⿰阝典
𨹼	⿰阝枈
𨹽	⿰阝岡
𨹾	⿰阝炙
𨹿	⿰阝⿱夂𠮡
𨺀	⿰𠂤⿱⿻亻⿳八一八𠃌
𨺁	⿰阝果
𨺂	⿰阝函
𨺃	⿰阝⿹勹吉[.] ⿰阝⿹勹𠮷[T]
𨺄	⿰阝㸒
𨺆	⿰阝⿱目大
𨺇	⿰阝疌
𨺈	⿰阝𡘆
𨺉	⿰阝采
𨺊	⿰阝⿳亠〢⿱冖丁
𨺋	⿰阝宛
𨺌	⿰阝其
𨺍	⿰阝奄
𨺎	⿰阝⿳十日又
𨺏	⿰阝叔
𨺐	⿰阝⿳日冖丁
𨺑	⿰阝卓
𨺒	⿰阝昇
𨺓	⿰阝⿱夂生
𨺔	⿰阜帚
𨺕	⿰阝⿱𡗜弓
𨺖	⿰阝⿱尤尤
𨺗	⿰阝歨
𨺙	⿰阝兒
𨺚	⿰阝⿱夂𠙻
𨺛	⿰阝⿱夂正
𨺜	⿰阝帚
𨺝	⿰阝叕
𨺟	⿰阝貞
𨺠	⿰阝盾
𨺡	⿰阝㚇
𨺢	⿰阝風
𨺣	⿰阝段
𨺤	⿰阝畐
𨺥	⿰阝兗
𨺦	⿰阝叜
𨺧	⿰阝酋
𨺨	⿰阝咢
𨺩	⿰阝建
𨺪	⿰阝𡸁
𨺫	⿱臾𨸏
𨺬	⿰阝界
𨺭	⿰阝⿱⿻千从凵
𨺮	⿰阝⿱厶麦
𨺯	⿰阝思
𨺰	⿰阝美
𨺱	⿰阝亭
𨺲	⿰阝禹
𨺳	⿰阝勇
𨺴	⿰阝⿱亽至
𨺵	⿰𨸏㒸
𨺶	⿰阝⿱⿻十从夂
𨺷	⿰阝𣅻
𨺸	⿰阝昴
𨺹	⿰阝秋
𨺺	⿰阝臾
𨺻	⿰阝⿱爫旧
𨺼	⿰阝⿱夂⿻正一
𨺽	⿰阝叚
𨺾	⿰阝⿱爫正
𨺿	⿰阝⿱耳女
𨻀	⿰阝𣬉
𨻁	⿰阝息
𨻂	⿰阝晏
𨻃	⿰阝匪
𨻄	⿰阝臬
𨻅	⿰阝⿱夋山
𨻆	⿰阝虒
𨻇	⿰阝荅
𨻈	⿰阝𧴪
𨻉	⿰阝𠁁
𨻋	⿰阝𡌥
𨻌	⿰阝𠂹
𨻍	⿰阝祟
𨻎	⿰阝⿳山六夂
𨻐	⿰阝⿱豕土
𨻑	⿰阜烏
𨻒	⿰阝烕
𨻓	⿰阝⿱㐬口
𨻔	⿰阝⿱会冃[.] ⿰阝⿱会月[T]
𨻕	⿰阝斊
𨻖	⿰阝敉
𨻘	⿰阝⿱比共
𨻙	⿰阝晃
𨻚	⿰阝𡘤
𨻛	⿰阝⿳一⿲丨二丨冋
𨻜	⿰阝⿱革一
𨻝	⿰阝套
𨻞	⿰阝⿱田㕣
𨻟	⿰阝⿱口辰
𨻠	⿰阝⿱目冋
𨻡	⿰阝追
𨻢	⿰阝䎡
𨻣	⿰阝原
𨻥	⿰阝㫫
𨻦	⿰阝⿱⿵夂一虫
𨻧	⿰阝留
𨻨	⿰阝𧴲
𨻩	⿰阝⿱巛𣌢
𨻪	⿰𨸏⿳山六夂
𨻫	⿰阝竜
𨻬	⿰阝臭
𨻭	⿰阝⿱𬼖豆
𨻮	⿺院攵
𨻯	⿰阝⿱⿸┌二豆
𨻰	⿰阝⿻十⿱臼人[.] ⿰阝⿻十⿱𦥑人[T]
𨻱	⿰阝崩
𨻲	⿰阝虖
𨻳	⿰阝焉
𨻴	⿰阝窖
𨻵	⿰阝崔
𨻶	⿰阝𡭽
𨻷	⿰阝康
𨻸	⿰阝習
𨻹	⿰阝盖
𨻺	⿰阝頃
𨻻	⿰阝婁
𨻼	⿰阝𡌦
𨻽	⿰阝累
𨻾	⿰阝𠦬
𨻿	⿰𨸏習
𨼀	⿰阝牽
𨼁	⿰阝堃
𨼂	⿰阝基
𨼃	⿰阝乾
𨼄	⿰阝⿱比告
𨼅	⿰阝崟
𨼆	⿰阝⿳一⿰丨⺊⿱⿻コ一心[T] ⿰阝⿳一⿰丨⺊⿱彐心[.]
𨼇	⿰阝⿱夅生
𨼈	⿰阝⿱穴𠮷[.] ⿰阝𥥭[T]
𨼉	⿰阝⿱羽肊
𨼊	⿰阝無
𨼋	⿰阝虚[.] ⿰阝虛[T]
𨼍	⿰阝臯
𨼎	⿰阝絕[T] ⿰阝絶[.]
𨼏	⿰阝𦓔
𨼐	⿰阝朁
𨼑	⿰阝屠
𨼒	⿰阝單
𨼓	⿰阝智
𨼔	⿰阝尋
𨼕	⿲𨸏彳⿱左⺼[T] ⿲𨸏彳⿱左冃[.]
𨼖	⿰阝𦜳
𨼗	⿰阝晶
𨼘	⿰阝⿳丆ㄇ⿱二冖
𨼙	⿰阝⿳艹丶𣏏[T] ⿰阝𦯧[.]
𨼚	⿰阝悲
𨼛	⿰阝⿱𠅙丁
𨼜	⿰阝⿱䒘生[U] ⿰阝⿳艹夂生[T]
𨼝	⿰阝閑
𨼞	⿰阝萄
𨼟	⿰阝⿳丿⿵ㄇ釆丂
𨼠	⿰阝番
𨼡	⿰阝⿱直⿰九九
𨼢	⿰阝堶
𨼥	⿰阝最
𨼦	⿰阝𡍮
𨼧	⿰阝⿸厃⿱八𢀛
𨼨	⿰阝𢁆
𨼩	⿰阝喜
𨼪	⿰阝楚
𨼫	⿰阝豦
𨼬	⿰阝解
𨼭	⿰阝⿱𡨄巳
𨼮	⿰阝詹
𨼯	⿰阝貇
𨼰	⿰阝⿱𢀡土
𨼲	⿰阝⿱𦫸镸
𨼳	⿰阝聖
𨼴	⿰阝當
𨼵	⿰阝筶
𨼶	⿰阝⿳亼吅心
𨼷	⿰阝豊
𨼸	⿰阝睪
𨼹	⿰阝筮
𨼺	⿰阝⿱米⿲夕丨三
𨼻	⿰阝⿳亠⿲刀丫⿸!卬乀女
𨼽	⿰𠂤豦
𨼾	⿱隊灬
𨼿	⿰阝蒙
𨽀	⿰阝厭
𨽁	⿰阝⿱⿰耳又⿻亻⿰⿱丿丿⿺乀丿
𨽂	⿰阝僕
𨽃	⿰阝⿳⿻人⿰丶丿⿻人⿰丶丿⿰⿴⿰丿㇇丶⿻丨⿱一𠃊
𨽅	⿰阝⿳一⿻〣冖奄
𨽆	⿰阝⿱⿰⿴𠂊冫⿺乀⿱丿丿豆[U] ⿰阝豋[T]
𨽇	⿲阝魚亍
𨽈	⿰阝蓋
𨽉	⿰阝署
𨽊	⿰阝𭀰
𨽋	⿰阝⿱𢀡冃
𨽌	⿰阝⿱𤔌木
𨽍	⿰阝賣
𨽏	⿰阝廣
𨽑	⿰阝⿱爫𢒗
𨽒	⿰阝寮
𨽓	⿰阝瑩
𨽔	⿰阝賡
𨽕	⿰阝霆
𨽖	⿰阝褭
𨽗	⿰阝頻
𨽘	⿰阝⿱齊女
𨽙	⿰阝⿱俞巫[.] ⿰阝⿱兪巫[T]
𨽚	⿰阝鬳
𨽜	⿰阝盧
𨽞	⿰阝燕
𨽟	⿰阝遺
𨽠	⿰阝䝿
𨽢	⿰阝襄
𨽤	⿰阝𧷏
𨽥	⿰阝⿱步馬
𨽦	⿰阝聶
𨽧	⿰阝雚
𨽨	⿰阝鬵
𨽪	⿲阜益阜
𨽫	⿰阜⿳㞢八⿰⿱㞢八⿱㞢八
𨽭	⿰阝⿳人⿻丅昍巫
𨽯	⿲阝⿸𠂆⿸虍人⿸𠂆⿸虍人
𨽰	⿰阝⿳㞤儿⿰⿱㞤儿⿱㞤儿
𨽱	⿰阜⿱岕⿰⿱㞤几⿱㞤几
𨽲	⿰阝靈
𨽳	⿰阝蠶
𨽶	⿱隶田
𨽷	⿰亥隶
𨽸	⿰镸隶
𨽹	⿰⿱匕矢隶[.] ⿰𠤕隶[T]
𨽺	⿺免隶
𨽻	⿰⿱匕示隶[.] ⿰𥘈隶[T]
𨽼	⿰隶隶
𨽽	⿰㣇隶
𨽾	⿰⿱⺊𡭚隶
𨽿	⿰枲隶
𨾀	⿰祟隶
𨾁	⿱入⿰⿱上示隶[T] ⿱入𨽾[.]
𨾂	⿱隶異
𨾃	⿰⿱台豕隶
𨾄	⿰⿱⿴囗⺌炎隶
𨾅	⿰七隹
𨾆	⿰刁隹
𨾇	⿰卜隹
𨾈	⿸尸隹
𨾉	⿱久隹
𨾊	⿰工隹
𨾋	⿰尸隹
𨾌	⿰于隹
𨾍	⿱弋隹
𨾎	⿱隹夨
𨾏	⿱隹夂
𨾐	⿰⿱⺄十隹
𨾑	⿰⿹㇊𠂇隹[U] ⿰卂隹[T]
𨾓	⿰戈隹
𨾔	⿰方隹
𨾖	⿰正隹
𨾗	⿳隹𠃍大[.] ⿳隹𠃑大[T]
𨾘	⿰夭隹
𨾙	⿰𠤏隹[.,T] ⿰⿱七十隹[U]
𨾚	⿰夫隹
𨾛	⿰氏隹
𨾜	⿱隹云
𨾞	⿱⿴𠂊⺀隹
𨾟	⿰午隹
𨾡	⿰申隹
𨾢	⿱巧隹
𨾣	⿰矛隹
𨾤	⿰失隹
𨾥	⿰母隹
𨾦	⿰氐隹
𨾧	⿰民隹
𨾪	⿰付隹
𨾫	⿰⿱乃𠔼隹
𨾭	⿱左隹
𨾮	⿱𡗜隹
𨾯	⿱奴隹
𨾰	⿰⿱厶干隹
𨾱	⿰台隹
𨾳	⿰⿻丿⿱日丶隹
𨾴	⿱吅隹
𨾵	⿱如隹
𨾶	⿰安隹
𨾷	⿰先隹
𨾸	⿱列隹
𨾹	⿰臼隹
𨾺	⿰⿱大亏隹
𨾻	⿰隹劣
𨾽	⿰至隹
𨾾	⿰兆隹
𨾿	⿰而隹
𨿀	⿱臼隹
𨿁	⿰⿱爫丂隹[.] ⿰𤓳隹[T]
𨿂	⿰任隹
𨿄	⿱䒑⿰乡隹
𨿅	⿰名隹
𨿇	⿱隹肉
𨿈	⿱焦厶
𨿉	⿰𢑑隹
𨿋	⿰巠隹
𨿌	⿰甫隹
𨿍	⿰我隹
𨿎	⿰貝隹
𨿐	⿰寽隹
𨿑	⿰旱隹
𨿒	⿰役隹
𨿓	⿰夋隹
𨿔	⿰肙隹
𨿕	⿰希隹
𨿖	⿰⿱禾几隹
𨿗	⿱狂隹
𨿘	⿰隹弟
𨿙	⿰尨隹
𨿛	⿰隹希
𨿜	⿰谷隹
𨿝	⿰弟隹
𨿞	⿱焦口
𨿟	⿰杏隹
𨿣	⿰其隹
𨿤	⿰夜隹
𨿥	⿰匊隹
𨿦	⿰咅隹
𨿧	⿰卓隹
𨿨	⿰𠦝隹
𨿪	⿰昆隹
𨿫	⿰奇隹
𨿬	⿰青隹
𨿭	⿱⿰阝左隹
𨿮	⿺兔隹
𨿯	⿱𥝢隹
𨿰	⿰尚隹
𨿱	⿰肩隹
𨿲	⿰⿱圥土隹[T] ⿰⿳土八土隹[.]
𨿳	⿸𤕫倠
𨿴	⿰甾隹
𨿵	⿰卑隹
𨿸	⿰⿱爫夫隹
𨿹	⿰昏隹
𨿺	⿰岡隹
𨿻	⿰⿱山丘隹
𨿼	⿰卒隹
𨿽	⿰𧈧隹
𨿾	⿰育隹
𨿿	⿰重隹
𩀀	⿰匽隹
𩀁	⿰癸隹
𩀂	⿰⿱亼𠮽隹
𩀃	⿰昬隹
𩀄	⿰要隹
𩀆	⿰⿱穴犬隹
𩀇	⿰咢隹
𩀉	⿱胡隹
𩀊	⿰皆隹
𩀌	⿰禹隹
𩀍	⿰禺隹
𩀎	⿰狊隹
𩀏	⿰⿱口吕隹
𩀐	⿰盾隹
𩀑	⿰⿻人臼隹
𩀒	⿱𮂸隹
𩀓	⿰𤔄隹
𩀔	⿰苠隹
𩀕	⿰亻誰
𩀗	⿰隹虒
𩀘	⿰䍃隹
𩀙	⿰⿳小日䒑隹
𩀚	⿰眔隹
𩀛	⿰唐隹
𩀜	⿰骨隹
𩀟	⿱雔乃
𩀠	⿱𣪊隹
𩀢	⿰⿱水吕隹
𩀣	⿰⿱句句隹
𩀥	⿱族隹
𩀦	⿰習隹
𩀧	⿱斬隹
𩀨	⿰隹從
𩀩	⿰⿱𥫗立隹
𩀪	⿸麻隹
𩀫	⿰區隹
𩀬	⿰隹庸
𩀭	⿰⿱日辰隹
𩀮	⿰婁隹
𩀯	⿰常隹
𩀰	⿱從隹
𩀱	⿱雔夂
𩀲	⿰𨾈炙
𩀳	⿰弄雄
𩀴	⿰賁隹
𩀵	⿰華隹
𩀶	⿱隋隹
𩀷	⿰番隹
𩀸	⿺堯隹
𩀹	⿰臯隹
𩀺	⿰買隹
𩀻	⿱⿰⿳丶𠮛小尤隹[T] ⿱就隹[.]
𩀼	⿰⿱林隹攵
𩀽	⿰覃隹
𩀾	⿱厥隹[T] ⿸厥隹[.]
𩀿	⿰⿱⿰旡旡日隹[.] ⿰朁隹[T]
𩁀	⿰替隹
𩁁	⿱𨾴吅
𩁂	⿱共𨾴
𩁃	⿰𦓔隹
𩁄	⿰黍隹
𩁆	⿰⿱𠈌日隹
𩁇	⿰睪隹
𩁈	⿰意隹
𩁊	⿱辟隹
𩁋	⿰⿸虍豕隹
𩁌	⿱隓隹
𩁍	⿰蜀隹
𩁏	⿰詹隹
𩁐	⿱路隹
𩁒	⿱楊隹
𩁓	⿱獄隹
𩁔	⿰寧隹
𩁖	⿰爾隹
𩁗	⿰隹雒
𩁘	⿰⿳廿⿻人⿱口丷土隹
𩁙	⿰翟隹
𩁚	⿰⿱⿻革⿱口一㇀隹
𩁛	⿰⿳亠吕羊隹
𩁜	⿰畾隹
𩁝	⿰蔑隹
𩁞	⿰⿳艹⿰⿴𠂊⺀⿺丶㇇示隹[.] ⿰⿳艹⿰⿴𠂊冫⿺丶㇇示隹[T]
𩁟	⿰⿳𥝢人氺隹
𩁠	⿰⿳日共氺隹
𩁢	⿰⿳革一⿱儿土隹[T] ⿰⿳革一⿱八土隹[.]
𩁣	⿰⿳⿻⿱廿丨吕八土隹[T] ⿰⿳廿⿻中⿱只一㇀隹[.] ⿰⿳廿串⿱八土隹[U]
𩁤	⿰⿳廿⿻中旦㇀隹
𩁦	⿰雷隻
𩁧	⿰兆雚
𩁨	⿰⿸𧆨皿隹
𩁩	⿰⿳艹困用隹
𩁪	⿰⿳⿻⿱廿丨⿱八日八土隹
𩁫	⿱龹雚
𩁬	⿰⿳廿串⿳一儿土隹[U] ⿰⿳廿串⿳一八土隹[.]
𩁭	⿰⿱大隹翟
𩁮	⿰⿳艹人⿱畐土隹
𩁯	⿰瞿隹
𩁰	⿳从𠦜⿱隹囧
𩁱	⿰⿱隹木監[V] ⿰集監[U]
𩁲	⿰⿳𥫗人⿳串八土隹
𩁳	⿰⿳⿻⿳𥫗廿丨⿱八日八土隹
𩁴	⿱雥匊
𩁵	⿱雥淵
𩁶	⿱雨乙
𩁷	⿱雨丁
𩁸	⿱雨几
𩁹	⿱雨于
𩁺	⿱雨彡
𩁻	⿱雨女
𩁼	⿱夕雨
𩁽	⿱雨弓
𩁾	⿱雨廴
𩁿	⿱雨𬼖
𩂀	⿱雨干
𩂁	⿱雨兀
𩂂	⿱雨勿
𩂃	⿱雨夬
𩂄	⿱雨屯
𩂅	⿱雨戈
𩂆	⿱雨不
𩂇	⿱雨今
𩂈	⿱雨心
𩂉	⿱雨天
𩂊	⿱雨王
𩂋	⿱雨斤
𩂌	⿱雨片
𩂍	⿱雨水
𩂎	⿱雨父
𩂏	⿱雨支
𩂐	⿱雨壬
𩂑	⿻⿱雨𠘨⿱丿丿[U] ⿻⿱雨𠘨二[V]
𩂒	⿱雨⿸厂巳
𩂓	⿱雨冬
𩂔	⿱雨犮
𩂕	⿱雨弗
𩂖	⿱雨乍
𩂗	⿱雨出
𩂘	⿱雨甲
𩂙	⿳雨人夕
𩂚	⿳雨丆⿲丿㇁乀
𩂛	⿱雨付
𩂝	⿱雨史
𩂞	⿱雨卯
𩂟	⿱雨戊
𩂠	⿱雨代
𩂡	⿱雨瓜
𩂢	⿱雨⿻亻从[T] ⿱雨乑[.]
𩂣	⿱雨各
𩂤	⿱雨舟
𩂥	⿱雨因
𩂦	⿱雨并
𩂧	⿱雨汚[T] ⿱雨污[.]
𩂨	⿱雨𠕋
𩂩	⿱雨吅
𩂪	⿱雨䏌
𩂫	⿱雨⿰夂夂
𩂬	⿻⿱雨乚旦
𩂭	⿱雨𡖇
𩂮	⿱雨米
𩂯	⿱雨休
𩂰	⿱雨如
𩂱	⿱雨衣
𩂲	⿱雨⿻𠆣口
𩂳	⿱雨亚
𩂴	⿱雨朿
𩂵	⿱雨⿸尸巳
𩂶	⿱雨列
𩂷	⿱雨沅
𩂸	⿱雨沉
𩂹	⿱雨役
𩂺	⿱雨束
𩂻	⿸⿱雨耳乚
𩂼	⿱雨更
𩂽	⿱雨弄
𩂾	⿱雷丂
𩂿	⿱雨君
𩃀	⿱雨延
𩃁	⿱雨沒
𩃂	⿱雨𢪛
𩃃	⿳雨厸夂[.] ⿳雨厸夊[T]
𩃄	⿱雨尨
𩃅	⿳一⿻〣冖佔
𩃆	⿱雨𢗝
𩃇	⿱雨均
𩃈	⿱雨足
𩃉	⿱雨吳
𩃊	⿳雨⺈⿴巳十
𩃋	⿱雨形
𩃌	⿰雲⿻𠤎一
𩃍	⿱雨㳂
𩃎	⿱雨汸
𩃏	⿱雨灵
𩃐	⿱雨低
𩃑	⿱雨扸
𩃒	⿱雨垂
𩃓	⿱雨⿻乚臼[.] ⿱雨⿻乚𦥑[T]
𩃔	⿱雨㦰
𩃕	⿱雨牀
𩃖	⿱雨疌
𩃗	⿱雨奄
𩃘	⿳雨⿻丨𣄼⿰㇀丶
𩃙	⿱雷大
𩃚	⿱雨泫
𩃛	⿱雨昑
𩃜	⿱雨泣
𩃝	⿱雨枚
𩃞	⿱雨𢨯
𩃟	⿱雨昕
𩃠	⿰雲内
𩃡	⿱雨𦥔
𩃢	⿱雨𭟲
𩃣	⿱雨卒
𩃤	⿱雨奇
𩃥	⿱雨佩
𩃦	⿱雨治
𩃧	⿱雨抱
𩃨	⿱雨玪
𩃩	⿳雨罒女
𩃪	⿳雨人虫
𩃫	⿱雨佰
𩃬	⿱雨⿰云今
𩃭	⿱雨松
𩃮	⿱雨易
𩃯	⿳雨水灬
𩃰	⿱雨沲
𩃱	⿱雨沱
𩃲	⿱雨⿻十⿳八八人
𩃳	⿱雨奉
𩃴	⿱雨㱚
𩃵	⿱雨染
𩃶	⿰雲犮
𩃷	⿰雲代
𩃸	⿰雲弗
𩃹	⿱雨臿
𩃺	⿱雨侯
𩃻	⿱雨𥝤
𩃼	⿱雨砏
𩃽	⿸广⿱共雨
𩃾	⿱雨⿺元虫
𩄀	⿻⿳雨𡗓乚日
𩄁	⿱雨虺
𩄂	⿱雨派
𩄃	⿱雨枹
𩄄	⿱雨春
𩄅	⿱雨昷
𩄆	⿱雨星
𩄇	⿱雨𦊄
𩄉	⿱雨𭼿
𩄊	⿱雨計
𩄋	⿱雨洏
𩄌	⿱雨屋
𩄍	⿱雨秋
𩄎	⿱雨眉
𩄏	⿱雨風
𩄐	⿱雨降
𩄑	⿱雨南
𩄒	⿱雨音
𩄓	⿱雨枼
𩄔	⿱雨拯
𩄕	⿱雨昰
𩄖	⿱雨彖
𩄗	⿱雨⿰⿱丿止乎
𩄘	⿱雨翁
𩄙	⿱雨圅
𩄚	⿱雨眞[T] ⿱雨真[.]
𩄛	⿱雨陣
𩄜	⿱雨索
𩄝	⿱雨差
𩄞	⿱雨秝
𩄟	⿱雨豈
𩄠	⿰雨眞[T] ⿰雨真[.]
𩄡	⿱雨兼
𩄢	⿱雨冓
𩄣	⿱雨⿰田田
𩄤	⿱雨𦍤
𩄥	⿳雨巳⿶凵⿲二丨二[T] ⿳雨巳⿶凵氺[.]
𩄦	⿱雨𢓱
𩄧	⿱雨敉
𩄨	⿱雨骨
𩄩	⿱雨⿰犭⿸⿰𠘨⿱丿丶飞
𩄪	⿳雨一⿱由火[.] ⿳雨一⿻㬰丷[U]
𩄫	⿱雨⿺辶缶
𩄬	⿱雨浼
𩄭	⿱雨悟
𩄮	⿱雨退
𩄯	⿱雺目
𩄰	⿱雨烈
𩄱	⿱雨竜
𩄲	⿱雨迷
𩄳	⿱雨⿰立立
𩄴	⿱雨俸
𩄵	⿱雨⿰糹⿻冂人[V] ⿱雨納[U]
𩄶	⿱雨𥸷
𩄷	⿱雨⿰白占
𩄸	⿱雨⿰任攴
𩄹	⿱雨⿰⿸⿴巳一丶月
𩄺	⿱雨哢
𩄻	⿱雨莫
𩄼	⿱雨渄
𩄽	⿱雨婁
𩄾	⿱雨責
𩅀	⿱雨執
𩅁	⿱雨莽
𩅂	⿱雨專
𩅃	⿱雨崇
𩅄	⿱雨鹿
𩅅	⿱雨⿰氵幷[T] ⿱雨洴[.]
𩅆	⿱雨⿺辶⿱日夂
𩅇	⿱雨部
𩅈	⿱雨章
𩅉	⿱雨眾
𩅊	⿳雨𬎿火
𩅋	⿱雨健
𩅌	⿳雨尚大
𩅍	⿱雨曼
𩅎	⿱雷⿲匚丿⿰丨コ
𩅏	⿱雷⿻人厸
𩅐	⿻⿱𩂩㇄日[T] ⿻⿱𩂩乚日[.]
𩅑	⿱雨㽞
𩅒	⿱雨⿲⿷!乐.一文彐
𩅓	⿱雨𨈡
𩅔	⿱雨魚
𩅕	⿱雨㴆
𩅖	⿰召⿱雨𡗞
